Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000156300002873;ENCODER CM5000 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8543.70.40;;;;ALM Q3 06/02/2018(V.ANDRESS);1524-03239
000156300002874;SWITCHER  ATEMPS4K BLACK MAGIC;PA;PC;0001;SEM CLASSIFICACAO;8471.50.10;;;;ALM E3 NOVO 07/08/15 2015 OK;2478995
000156300002875;REMOTE RCP-2016 P4 RIEDEL;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU RIOT 19/02/2018 (INTV2018);1200018110718
000156300002876;VT XDCAM PDW-HD1500  SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.00;;;;ESTA MARCIO ALMIRANTE 10/01/2017;18279 (VER OBS)
000156300002877;MONITOR DE AUDIO 40-A DORROUGH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU C.30 WAGNAO 17/08/16 2016 OK;4528504
000156300002878;HD EXTERNO 1TB SAMSUNG M3;PA;UN;0001;SEM CLASSIFICACAO;8471.70.12;;;;ENTREGUE A LUANA 19/08/15 2015 OK;E2FWJJHG404E69
000156300002879;HD EXTERNO 1TB SAMSUNG M3;PA;UN;0001;SEM CLASSIFICACAO;8471.70.12;;;; ENTREGUE AO S.FRANCISCO  19/08/15 2015;E2FWJJHG404AB0
000156300002880;NOTEBOOK DELL INSPIRON 15 P39F;PA;PC;0001;SEM CLASSIFICACAO;8471.30.12;;;;SAIU R.CRISTINA 24/08/15;1YGD542
000156300002881;NOTEBOOK DELL INSPIRON 15 P39F;PA;PC;0001;SEM CLASSIFICACAO;8471.30.12;;;;SAIU FRANCISCO(CHICO) 21/08/15;1SJ6542
000156300002882;NOTEBOOK DELL INSPIRON 15 P39F;PA;PC;0001;SEM CLASSIFICACAO;8471.30.12;;;;SAIU MARCIA (INTERNACIONAL) 21/08/15;5JNW862
000156300002883;SERVIDOR CSE-118 ELEMENTAL;PA;PC;0001;SEM CLASSIFICACAO;8521.90.10;;;;SAIU COMODATO RIOT 13/12/17;S10176423100619
000156300002884;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002259
000156300002885;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002258
000156300002886;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002260
000156300002887;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002251
000156300002888;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002252
000156300002889;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002253
000156300002890;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002254
000156300002891;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002255
000156300002892;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002256
000156300002893;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002257
000156300002894;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002241
000156300002895;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002242
000156300002896;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002243
000156300002897;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002244
000156300002898;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002245
000156300002899;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002246
000156300002900;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002247
000156300002901;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002248
000156300002902;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002249
000156300002903;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002250
000156300002904;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002201
000156300002905;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002202
000156300002906;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002203
000156300002907;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002204
000156300002908;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002205
000156300002909;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002206
000156300002910;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002207
000156300002911;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002208
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000156300002912;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002209
000156300002913;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002210
000156300002914;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002291
000156300002915;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002292
000156300002916;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002293
000156300002917;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002294
000156300002918;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002295
000156300002919;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002296
000156300002920;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002298
000156300002921;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002299
000156300002922;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002300
000156300002923;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002141
000156300002924;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002142
000156300002925;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002143
000156300002926;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002144
000156300002927;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002145
000156300002928;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002146
000156300002929;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002147
000156300002930;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002148
000156300002931;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002149
000156300002932;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8141.40.21;;;;SAIU SBT BELEM 04/09/15 CLEBSON;01270414020309002150
000156300002933;CAIXA MSP3 YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8518.91.01;;;;SAIU RICARDO STUDIO 06/06/17;OK02929
000156300002934;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 22/04/2019;8773
000156300002935;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002947
000156300002936;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002946
000156300002937;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002944
000156300002938;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002950
000156300002939;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002945
000156300002940;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002943
000156300002941;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002942
000156300002942;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002949
000156300002943;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002941
000156300002944;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002948
000156300002945;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002793
000156300002946;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002792
000156300002947;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002791
000156300002948;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002797
000156300002949;RECEPTOR ZDX-670 EKOTECH;PA;PC;0001;SEM CLASSIFICACAO;8528.71.19;;;;SAIU SBT PORTO ALEGRE 28/09/15 CASSIO;01270414020309002795
000156300002950;KIT TRANSM CINEMAS CINELIVE;PA;PC;0001;SEM CLASSIFICACAO;8471.70.19;;;;AGORA ESTE KIT E PARA TODOS OS CINEMAS;5 ITENS
000156300002951;UP CONV.TS9055 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;ALM P4 22/09/16 2016 OK;JFDH00012
000156300002952;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;SAIU C.7 KLEBSON 08/08/16 2016 OK;
000156300002953;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;SAIU C.7 KLEBSON 08/08/16 2016 OK;
000156300002954;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;SAIU C.7 KLEBSON 08/08/16 2016 OK;
000156300002955;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 23/08/16 2016 OK;
000156300002956;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;SAIU RIO JANEIRO HIGHT  ADRIANO 27/07/16;
000156300002957;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002958;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002959;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002960;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002961;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002962;ALIMENTADOR 4080-053 CIRCULAR;PA;PC;0001;SEM CLASSIFICACAO;8543.70.14;;;;SAIU L.CLAUDIO R.J OLIMPIADA 15/06/16;5276456
000156300002963;SPLITER RF LS162150 QUINTECH;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU ENTERPLAY WASHIGTON 21/10/15;04758-0007
000156300002964;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;ALM B3 DEFEITO 26/10/17(V.MCR CHITAO);TB13820
000156300002965;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;SAIU EVENTO OI KLEBERSON 26/10/15;BP39151276
000156300002966;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;ALM R3 23/08/16 2016 OK;BP39151289
000156300002967;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 17/04/2019;23582
000156300002968;CARREGADOR BC-U2 SONY;PA;PC;0001;SEM CLASSIFICACAO;8504.40.10;;;;ALM E2 08/03/16 2016 OK;11013000961
000156300002969;BATERIA BP-U60 SONY;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;ALM K3 14/04/16 2016 OK;20101109
000156300002970;BATERIA BP-U60 SONY;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;SAIU C.34 CHICAO 04/04/16;20100917
000156300002971;SUPORTE PDK 6117 GRASS VALLEY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU MASTER CHEF LEANDRO BIG 25/02/16;2JX69
000156300002972;SUPORTE PDK 6117 GRASS VALLEY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;ALM J4 03/06/16 2016 OK;2DDJZ
000156300002973;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 04/08/17;8581
000156300002974;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;SAIU C.36  RAFAEL 01/12/15;BP39151275
000156300002975;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;ALM R3 23/08/16 2016 OK;BP39151321
000156300002976;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;ALM R3 23/08/16 2016 OK;BP39151261
000156300002977;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINE JOAO PESSOA/PB 18/05/2018;6168700118
000156300002978;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU GNC CRICIUMA CAIO 26/08/16;6168700107
000156300002979;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;6168700121
000156300002980;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINE GRACHER ARAPONGAS 06/12/17;6168700120
000156300002981;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CIN CINEMA FORTALEZA LTDA 14/12/15;6168700106
000156300002982;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE CAIO BARRA MANSA 18/11/16;6168700105
000156300002983;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;6168700119
000156300002984;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;6168700127
000156300002985;NOBREAK BZ1200BR APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;6168700135
000156300002986;NOBREAK 6KVA APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;SQS1529170685
000156300002987;NOBREAK 6KVA APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;SQS1529170706
000156300002988;NOBREAK 6KVA APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;SQS1529170682
000156300002989;NOBREAK 6KVA APC;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU CINELIVE NOVO 12/11/15;SQS1529170674
000156300002990;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;SAIU EVENTO L. BIG 17/11/15;BP39151259
000156300002991;CABO TRIAX 200M LARANJA;PA;PC;0001;SEM CLASSIFICACAO;8544.20.00;;;;SAIU MASTER CHEF BAND 19/11/15;SEM SERIAL (4 CABOS)
000156300002992;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002993;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F2 05/05/16 2016 OK;
000156300002994;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;ALM F3 VEIO PIFADO TOMORROWLAND 05/05/16;
000156300002995;CONVER AY37 SDI TO HDMI HDMI;PA;PC;0001;SEM CLASSIFICACAO;8544.42.00;;;;SALA GRANDE WASHINGTON 29/01/16;
000156300002996;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM R3 25/11/15 2015 OK;10419
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000156300002997;BATERIA BPL-100S-12 ENERGIA;PA;PC;0001;SEM CLASSIFICACAO;8507.20.10;;;;ALM R3 23/08/16 2016 OK;BP39151305
000156300003000;ENCODER CM5000 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;ALM 2020/05/02/20 A3 (V.CINELIVE.CASSIO);1413-01371
000156300003001;PATCH AUDIO MVJT-BK ADC;PA;PC;0001;SEM CLASSIFICACAO;8543.70.36;;;;SAIU CINELIVE MARCIO 10/12/15;SEM SERIAL
000156300003002;DIST 3UP/10 C.FRM 3.10 FLORIPA;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;SAIU C.7 BIG 08/08/16  2016 OK;SEM SERIAL
000156300003003;MODULDOR AZ110 NEWTEC;PA;UN;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU C.32 CASSIO 12/01/2016;40001848
000156300003004;MODULDOR AZ110 NEWTEC;PA;UN;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU C.32 CASSIO 12/01/2016;40001849
000156300003005;TRANSMISSOR MOBILE VIEWPOINT;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM J4 28/08/17(V.WAGNER);3858
000156300003006;TRANSMISSOR MOBILE VIEWPOINT;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU KADUOKA TESTE 25/05/17;3862
000156300003007;PATCH VIDEO MVJT-BK  ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU KLEBSON  CARRO 36 26/10/16 2016 OK;1254122
000156300003008;HPA XT-100C XICOM TECHNOLOGY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 27/09/16 2016 OK;101
000156300003009;BUC NJT5665 VIA SAT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU MANUTENCAO BETA 14/01/2016;A01934C68
000156300003010;MONIT AUD ULTHD BLACK MAGIC;AI;UN;0001;SEM CLASSIFICACAO;8528.72.00;;;;SAIU ESTUDIO MANOEL 30/04/2019;2523896
000156300003011;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU RIOT VILLANI 11/01/16;
000156300003012;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU RIOT VILLANI 11/01/16;
000156300003013;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003014;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003015;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003016;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003017;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003018;DECODER IRD RX1290 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU BAND LUIZ CLAUDIO 09/11/17;102475
000156300003019;ENCODER CM5000 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO EXTERIOR 29/01/16;1413-01364
000156300003020;LNB 3520 C-BAND NORSAT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.12;;;;SAIU REDE GOIANIA RADIO E TV 29/01/2016;N2020448280
000156300003021;LNB 3520 C-BAND NORSAT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.12;;;;SAIU REDE GOIANIA RADIO E TV 29/01/2016;N2020448319
000156300003022;ALIMENTADOR DUPLO CHAPARRAL;PA;PC;0001;SEM CLASSIFICACAO;8543.70.14;;;;SAIU REDE GOIANIA RADIO E TV 29/01/2016;SEM SERIAL
000156300003023;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003024;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003025;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003026;LENTES YV4.3X2.8SASA2L FUJINON;PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;SAIU P.RIOT RAFAEL 31/01/16;
000156300003027;ANTENA 3,2M EMBRASAT;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU GOIANIA LUCIANO 22/01/16;SEM SERIAL
